"gene_name","logFC","logCPM","LR","PValue","group"
"ACRV1",3.61986078903953,-3.28759350077662,11.0395840728343,0.000891868689960113,"Up"
"ACTL8",3.62081813820376,-3.28744644708736,11.0569520715925,0.00088355270951205,"Up"
"ANKRD63",3.46266282545721,-3.33129612824056,9.82534353367707,0.00172123549561373,"Up"
"ANO5",3.49318202042906,-3.31750578999524,9.9630508268054,0.00159713175795449,"Up"
"APOC1P1",3.10346457364719,-3.41683912929261,7.47830992936209,0.00624466600058612,"Up"
"ARX",3.09928510564141,-3.42029041574115,7.51593069369075,0.00611556788524254,"Up"
"BEND5",3.64313733319858,-3.27549665926259,11.0612684497947,0.000881498171013685,"Up"
"C3orf30",4.89233107936621,-2.78274933909489,25.5415776602116,4.3295181109841e-07,"Up"
"C8orf31",4.12776570186744,-3.11442750827985,15.2213523380108,9.56161760784401e-05,"Up"
"CABP4",3.87544990011579,-3.20437649327336,12.985265551393,0.000313951809886619,"Up"
"CACNA1H",5.60418505079989,-2.39014142879223,37.4203275546162,9.5224453836237e-10,"Up"
"CCDC65",4.72387987677537,-2.8623274383208,22.9945688216372,1.62459718595504e-06,"Up"
"CD300C",3.88413958848635,-3.20504608834859,13.3003776803377,0.000265352660029688,"Up"
"CHKB",3.62224785347446,-3.28545001626107,11.0039186992987,0.0009091945808174,"Up"
"CPXCR1",4.52429179504859,-2.94802513502292,19.4466692591235,1.03448082185682e-05,"Up"
"CREB3L3",3.1148525268868,-3.41245478500437,7.5156787012456,0.00611642349078689,"Up"
"CRYBA2",3.13507719100313,-3.40430794540741,7.62327900638149,0.0057619627940528,"Up"
"CYP26A1",6.43170866439303,-1.63620126837965,31.0552341002933,2.50789132705366e-08,"Up"
"DCX",3.29929392668058,-3.37120889983197,8.6636986088298,0.00324611748031886,"Up"
"DOK2",4.39255773885049,-3.00091015920125,15.9230950524409,6.59688255827938e-05,"Up"
"DUSP26",3.78033593871671,-3.23352816226977,12.0413971263713,0.000520319580432192,"Up"
"EOMES",3.14173083883351,-0.884913172921769,29.3848899236664,5.93385055363616e-08,"Up"
"ESX1",3.48382907796201,-3.32080753912995,9.84186121760478,0.00170584811151854,"Up"
"EXOC3L4",3.10187381114274,-3.41853961181737,7.50813614986292,0.00614208981036575,"Up"
"FAM107A",4.10626307442012,-3.12325174404972,15.1803144547659,9.77168130538203e-05,"Up"
"FAM110D",3.28712150131729,-3.37629460909786,8.61959608768974,0.0033256558203432,"Up"
"FAM169B",3.07306800986089,-3.00768562760208,12.2475894356389,0.000465859595112928,"Up"
"FAM184B",4.54829781589268,-2.94119670707255,19.6116057439882,9.48910419530086e-06,"Up"
"FAM225A",3.32370432225175,-3.36095378091844,8.76704638614114,0.00306721743447961,"Up"
"FAM47C",3.75538847154108,-3.25534793203407,9.59363289351614,0.00195253244710702,"Up"
"FAM71D",3.75964614699795,-3.24463650283289,12.1663605575661,0.000486591580426516,"Up"
"FGD5",4.39135940284406,-3.01145301437695,18.3306351586149,1.85696887747008e-05,"Up"
"FGL2",3.75702744456288,-3.24661407557417,12.1869973270742,0.000481237838931337,"Up"
"FOXN4",3.31324919003584,-3.36503732373328,8.72866152693948,0.00313246365438853,"Up"
"GLOD5",3.10476134928593,-3.41736057865559,7.52062316954489,0.00609965752576988,"Up"
"GNRH2",3.29748844549665,-3.37339419759682,8.71335899640757,0.00315886633056418,"Up"
"GOLGA6C",3.10117937317582,-3.4194151384094,7.52251769730985,0.00609324589460724,"Up"
"GPR55",3.31324919003584,-3.36503732373328,8.72866152693948,0.00313246365438853,"Up"
"GYS2",3.26698014320761,-2.92741571844955,14.2986249123988,0.000155978779447735,"Up"
"HAPLN2",3.31076253906138,-3.36606160101767,8.71963551782789,0.00314800970203571,"Up"
"HBA2",3.4702789921672,-3.32871948363381,9.8930199024341,0.00165906875006993,"Up"
"HCG9",3.73369281240084,-3.24640447261715,11.336968402695,0.000759792560416933,"Up"
"HHATL",3.10346457364719,-3.41683912929261,7.47830992936209,0.00624466600058612,"Up"
"HK3",3.97253295602293,-3.1682700541321,13.5948828462348,0.000226802920978748,"Up"
"HLA-DQA1",4.54282179409396,-2.95109686587861,18.8555067947153,1.4100344064753e-05,"Up"
"HLTF-AS1",3.13055374121034,-3.40602816049674,7.56441983648744,0.00595318149940805,"Up"
"HOXB13",3.32331057082722,-3.36110455261259,8.76560097790242,0.00306964912807916,"Up"
"HOXD1",5.10886696564842,-2.69329757173253,24.3912053103106,7.86268209831102e-07,"Up"
"ITIH3",3.10035479903381,-3.41896049123229,7.4953862681522,0.00618572620143906,"Up"
"KCNN2",4.27484697029607,-3.05949104545499,17.1354495345769,3.48065564434982e-05,"Up"
"KRTAP19-1",6.05443116058111,-2.09248480244492,54.0001130380703,2.00478074175097e-13,"Up"
"KRTAP21-2",5.41312847439976,-2.47418328625601,28.8086366831772,7.98940451387105e-08,"Up"
"LHFPL5",4.45430532959895,-2.98158086044024,18.8697216116082,1.39956585044537e-05,"Up"
"LINC00189",4.29617462451584,-3.05109441940264,17.3396605103852,3.12594335936888e-05,"Up"
"LINC00303",3.1167565467972,-3.41103271234073,7.51930096776497,0.00610413631859137,"Up"
"LINC00486",4.20833659498146,-3.08642185746715,16.4372040507039,5.02884821075702e-05,"Up"
"LINC00514",5.15979497755672,-2.63666185621542,28.9647241039295,7.3708407967557e-08,"Up"
"LINC00515",3.82888430767006,-2.24086411965031,30.0201046321099,4.27590002753432e-08,"Up"
"LINC00624",3.87544990011579,-3.20437649327336,12.985265551393,0.000313951809886619,"Up"
