"gene_name","logFC","logCPM","LR","PValue","group"
"ARC",4.64728303735815,-0.721086207582265,57.5609778444166,3.27662044387245e-14,"Up"
"CCDC178",3.22435508755426,-1.27556711361633,55.6737729593183,8.55520703491671e-14,"Up"
"CCDC65",4.69841919057258,-2.97185086215413,8.9387641952686,0.00279181538671369,"Up"
"CEND1",4.12297492873656,-2.61783848844936,28.6811700470182,8.53294085747308e-08,"Up"
"CYP26A1",6.65021976043067,-1.71992486637336,34.6983423988227,3.84959229141957e-09,"Up"
"FAT3",3.02011126936238,-1.55649237615858,23.0885954287645,1.54705600877064e-06,"Up"
"FSD1",3.12240298551543,-1.44122644287491,49.424841313421,2.06119016698172e-12,"Up"
"IFI27",4.27720178377009,3.6223287961246,17.7966440587169,2.45816433529216e-05,"Up"
"KRTAP19-1",4.67869926111275,-3.01398130973947,23.6806009840787,1.1372310905314e-06,"Up"
"LINC00332",3.04946269286628,-2.78531779055306,17.1841826055106,3.39249334231004e-05,"Up"
"LINC00515",4.09113921687227,-2.21302424347396,41.098491090413,1.44748039563592e-10,"Up"
"LINGO1",3.91560053025057,-2.74802909965566,25.5259135817728,4.36481012480399e-07,"Up"
"LOC100130238",3.18264823769585,-3.06317644527736,13.8054292245584,0.000202749491679582,"Up"
"LOC100190986",3.64529342880468,-1.67320750538672,14.3509590461167,0.000151702400436158,"Up"
"MIR936",3.14101354393118,-1.87849053468215,40.2677499461112,2.21434307526886e-10,"Up"
"NPTX2",3.05247258739872,-2.78741454778107,17.5466855368493,2.80339020877298e-05,"Up"
"NR1H4",3.62478548639736,-2.85424016938157,3.86786338270227,0.0492191415084583,"Up"
"RAB39B",4.74216255087205,-0.901070871548621,101.467354574349,7.26509538854227e-24,"Up"
"SH2D1A",3.01362197219946,-2.81782781265234,16.8472688817131,4.05115847428356e-05,"Up"
"SNORD114-10",3.73237801839526,-2.79875510302493,4.41265483990599,0.0356732818942146,"Up"
"WNT16",3.02447692484469,-1.79267381567871,34.0098371483943,5.48341430260587e-09,"Up"
"ZCCHC12",5.48275164442718,-2.54877113778095,21.3628997409438,3.80054893707234e-06,"Up"
