"gene_name","logFC","logCPM","LR","PValue","group"
"ACRV1",3.68172493603758,-3.34312270016992,11.2453575006078,0.000798224171479357,"Up"
"ACTL8",3.6824316720475,-3.34270545930096,11.2720014485204,0.000786848485697953,"Up"
"ANKRD63",3.52147361294426,-3.38920646447001,10.010108970605,0.0015568331056952,"Up"
"CACNA1H",3.65980680660084,-3.13632015497698,14.2456778747415,0.000160428813755146,"Up"
"CCDC65",4.85661248646563,-2.89460800450019,20.040244009486,7.58293966534567e-06,"Up"
"CD300C",3.96084755775158,-3.25534956839004,13.4621247318531,0.00024342792689029,"Up"
"CHKB",3.69366240142014,-3.33935790711835,11.2049096798795,0.000815811972425756,"Up"
"CYP26A1",6.89792584244747,-1.57388887320261,25.4242750285856,4.60092036124308e-07,"Up"
"DCX",3.36415978996848,-3.42908014998701,8.85346907767066,0.00292532372177647,"Up"
"EXOC3L4",3.15124261554403,-3.48021321598741,7.67407760721291,0.00560197216265701,"Up"
"FAM110D",3.33914459666922,-3.43757020489142,8.76936150986097,0.00306332664543571,"Up"
"FAM47C",3.52635070797737,-3.38019434913766,9.57612075598955,0.00197124478804686,"Up"
"FAM71D",3.83312519710676,-3.29673190802278,12.3607884228019,0.000438445496416668,"Up"
"FAT3",3.25874292468597,-1.3917067514997,8.57879819819578,0.00340099770208612,"Up"
"FGL2",3.82322107844466,-3.30005400340952,12.3836326795819,0.000433113684131787,"Up"
"GLOD5",3.15657456875923,-3.47807332786649,7.69888054006123,0.0055255084636323,"Up"
"GNRH2",3.35028925051283,-3.43290355930053,8.90574252832771,0.00284275261469841,"Up"
"HBA2",3.53028243412999,-3.38541254614865,10.1074457592717,0.00147671486887654,"Up"
"ITIH3",3.15166793114307,-3.48021364192962,7.66330899478995,0.00563550530279007,"Up"
"KCNN2",4.3757258306641,-3.10413468256684,16.4694939175543,4.94391937485499e-05,"Up"
"LOC100129083",4.82321695017667,-2.91888443380589,18.9553216583984,1.33815510239077e-05,"Up"
"LOC100132781",3.68952750039944,-3.34061464254373,11.2143743463096,0.000811661694708949,"Up"
"LOC100190986",3.89611869284674,-1.52545425946243,11.5513639043805,0.000676995756360375,"Up"
"MCF2L-AS1",3.34958075182542,-3.43332925866301,8.88888739039803,0.00286911514681633,"Up"
"MGC70870",3.23773345918407,0.694697338298746,5.16576074504953,0.0230363662766569,"Up"
"MIR3157",3.55827843983516,-3.38119179667785,9.74847032735491,0.00179471995928338,"Up"
"MIR3175",3.14293564475541,-3.48363365765658,7.59152886301963,0.00586431960313371,"Up"
"MIR3193",3.9563552695095,-3.25741496417135,13.3313541927976,0.000261004961758882,"Up"
